geoid,SPORDER,PWGTP,AGEP,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,RELP,DIS,person_age_group,decision_capable,decision_policy,synthetic_household_id,resident_id
14000US06089010704,1,37,61,2,2,1.0,2.0,,1.0,0,1,35_64,True,generative,syn_t011_h0000025,syn_t011_h0000025_r001
14000US06089010704,1,14,51,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t011_h0000026,syn_t011_h0000026_r001
14000US06089010704,2,13,44,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t011_h0000026,syn_t011_h0000026_r002
14000US06089010704,3,17,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t011_h0000026,syn_t011_h0000026_r003
14000US06089010704,4,17,21,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t011_h0000026,syn_t011_h0000026_r004
14000US06089010803,1,8,90,2,2,1.0,1.0,,1.0,0,1,65_plus,True,generative,syn_t012_h0000001,syn_t012_h0000001_r001
14000US06089010803,1,35,27,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000002,syn_t012_h0000002_r001
14000US06089010803,2,41,26,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t012_h0000002,syn_t012_h0000002_r002
14000US06089010803,1,57,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000003,syn_t012_h0000003_r001
14000US06089010803,2,77,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t012_h0000003,syn_t012_h0000003_r002
14000US06089010803,1,39,26,1,1,1.0,1.0,,1.0,0,1,18_34,True,generative,syn_t012_h0000004,syn_t012_h0000004_r001
14000US06089010803,2,67,32,2,2,2.0,2.0,,1.0,12,1,18_34,True,generative,syn_t012_h0000004,syn_t012_h0000004_r002
14000US06089010803,1,27,70,1,2,2.0,2.0,,2.0,0,1,65_plus,True,generative,syn_t012_h0000005,syn_t012_h0000005_r001
14000US06089010803,2,23,50,2,2,1.0,2.0,,1.0,13,1,35_64,True,generative,syn_t012_h0000005,syn_t012_h0000005_r002
14000US06089010803,1,48,41,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000006,syn_t012_h0000006_r001
14000US06089010803,2,43,46,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000006,syn_t012_h0000006_r002
14000US06089010803,3,36,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t012_h0000006,syn_t012_h0000006_r003
14000US06089010803,1,16,32,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000007,syn_t012_h0000007_r001
14000US06089010803,1,69,33,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000008,syn_t012_h0000008_r001
14000US06089010803,1,14,63,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000009,syn_t012_h0000009_r001
14000US06089010803,2,14,55,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000009,syn_t012_h0000009_r002
14000US06089010803,3,15,28,2,2,1.0,2.0,,1.0,2,1,18_34,True,generative,syn_t012_h0000009,syn_t012_h0000009_r003
14000US06089010803,1,34,73,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t012_h0000010,syn_t012_h0000010_r001
14000US06089010803,1,15,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000011,syn_t012_h0000011_r001
14000US06089010803,2,9,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000011,syn_t012_h0000011_r002
14000US06089010803,3,24,36,2,2,2.0,2.0,,2.0,2,2,35_64,True,generative,syn_t012_h0000011,syn_t012_h0000011_r003
14000US06089010803,1,64,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000012,syn_t012_h0000012_r001
14000US06089010803,2,62,52,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000012,syn_t012_h0000012_r002
14000US06089010803,1,9,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000013,syn_t012_h0000013_r001
14000US06089010803,1,11,54,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000014,syn_t012_h0000014_r001
14000US06089010803,2,15,54,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000014,syn_t012_h0000014_r002
14000US06089010803,3,10,20,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t012_h0000014,syn_t012_h0000014_r003
14000US06089010803,1,10,75,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t012_h0000015,syn_t012_h0000015_r001
14000US06089010803,2,11,74,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t012_h0000015,syn_t012_h0000015_r002
14000US06089010803,1,27,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000016,syn_t012_h0000016_r001
14000US06089010803,2,21,66,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t012_h0000016,syn_t012_h0000016_r002
14000US06089010803,1,15,23,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000017,syn_t012_h0000017_r001
14000US06089010803,2,13,21,2,2,2.0,2.0,,1.0,13,1,18_34,True,generative,syn_t012_h0000017,syn_t012_h0000017_r002
14000US06089010803,3,13,23,2,2,2.0,2.0,,2.0,15,2,18_34,True,generative,syn_t012_h0000017,syn_t012_h0000017_r003
14000US06089010803,1,11,59,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000018,syn_t012_h0000018_r001
14000US06089010803,2,15,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t012_h0000018,syn_t012_h0000018_r002
14000US06089010803,1,22,57,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative,syn_t012_h0000019,syn_t012_h0000019_r001
14000US06089010803,2,23,57,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000019,syn_t012_h0000019_r002
14000US06089010803,1,41,45,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t012_h0000020,syn_t012_h0000020_r001
14000US06089010803,2,36,26,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t012_h0000020,syn_t012_h0000020_r002
14000US06089010803,1,15,25,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000021,syn_t012_h0000021_r001
14000US06089010803,2,19,26,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t012_h0000021,syn_t012_h0000021_r002
14000US06089010803,1,16,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000022,syn_t012_h0000022_r001
14000US06089010803,2,17,60,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000022,syn_t012_h0000022_r002
14000US06089010803,1,12,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000023,syn_t012_h0000023_r001
14000US06089010803,2,9,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000023,syn_t012_h0000023_r002
14000US06089010803,3,7,19,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t012_h0000023,syn_t012_h0000023_r003
14000US06089010803,4,8,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t012_h0000023,syn_t012_h0000023_r004
14000US06089010803,1,43,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000024,syn_t012_h0000024_r001
14000US06089010803,2,25,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000024,syn_t012_h0000024_r002
14000US06089010803,3,25,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t012_h0000024,syn_t012_h0000024_r003
14000US06089010803,1,12,77,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t012_h0000025,syn_t012_h0000025_r001
14000US06089010803,2,16,71,2,2,2.0,2.0,,2.0,13,2,65_plus,True,generative,syn_t012_h0000025,syn_t012_h0000025_r002
14000US06089010803,1,43,27,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000026,syn_t012_h0000026_r001
14000US06089010803,2,18,24,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t012_h0000026,syn_t012_h0000026_r002
14000US06089010803,1,16,29,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000027,syn_t012_h0000027_r001
14000US06089010803,1,12,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t012_h0000028,syn_t012_h0000028_r001
14000US06089010803,1,11,54,2,2,2.0,2.0,2.0,2.0,0,2,35_64,True,generative,syn_t012_h0000029,syn_t012_h0000029_r001
14000US06089010803,1,46,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000030,syn_t012_h0000030_r001
14000US06089010803,2,42,53,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t012_h0000030,syn_t012_h0000030_r002
14000US06089010803,1,29,31,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t012_h0000031,syn_t012_h0000031_r001
14000US06089010803,2,22,6,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t012_h0000031,syn_t012_h0000031_r002
14000US06089010803,3,23,4,2,2,,,,,2,2,0_17,False,dependent,syn_t012_h0000031,syn_t012_h0000031_r003
14000US06089010803,4,17,39,2,1,2.0,2.0,,2.0,13,1,35_64,True,generative,syn_t012_h0000031,syn_t012_h0000031_r004
14000US06089010803,1,15,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t012_h0000032,syn_t012_h0000032_r001
14000US06089010803,1,8,84,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t012_h0000033,syn_t012_h0000033_r001
14000US06089010803,2,8,75,2,2,2.0,1.0,,2.0,1,1,65_plus,True,generative,syn_t012_h0000033,syn_t012_h0000033_r002
14000US06089010804,1,48,61,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t013_h0000001,syn_t013_h0000001_r001
14000US06089010804,1,29,68,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t013_h0000002,syn_t013_h0000002_r001
14000US06089010804,2,27,71,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t013_h0000002,syn_t013_h0000002_r002
14000US06089010804,1,13,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t013_h0000003,syn_t013_h0000003_r001
14000US06089010804,2,13,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t013_h0000003,syn_t013_h0000003_r002
14000US06089010804,3,13,42,2,2,2.0,2.0,,2.0,12,2,35_64,True,generative,syn_t013_h0000003,syn_t013_h0000003_r003
14000US06089010804,1,25,85,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t013_h0000004,syn_t013_h0000004_r001
14000US06089010804,1,23,55,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t013_h0000005,syn_t013_h0000005_r001
14000US06089010804,2,23,51,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t013_h0000005,syn_t013_h0000005_r002
14000US06089010804,3,27,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t013_h0000005,syn_t013_h0000005_r003
14000US06089010804,1,9,72,1,2,2.0,1.0,3.0,2.0,0,1,65_plus,True,generative,syn_t013_h0000006,syn_t013_h0000006_r001
14000US06089010804,2,9,61,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t013_h0000006,syn_t013_h0000006_r002
14000US06089010804,1,9,61,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t013_h0000007,syn_t013_h0000007_r001
14000US06089010804,2,9,61,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t013_h0000007,syn_t013_h0000007_r002
14000US06089010804,1,27,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t013_h0000008,syn_t013_h0000008_r001
14000US06089010804,2,35,43,2,2,2.0,2.0,,2.0,13,2,35_64,True,generative,syn_t013_h0000008,syn_t013_h0000008_r002
14000US06089010804,1,16,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t013_h0000009,syn_t013_h0000009_r001
14000US06089010804,1,9,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t013_h0000010,syn_t013_h0000010_r001
14000US06089010804,2,7,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t013_h0000010,syn_t013_h0000010_r002
14000US06089010804,3,11,22,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t013_h0000010,syn_t013_h0000010_r003
14000US06089010804,1,18,26,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t013_h0000011,syn_t013_h0000011_r001
14000US06089010804,2,17,28,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t013_h0000011,syn_t013_h0000011_r002
14000US06089010804,1,16,70,2,2,2.0,2.0,5.0,2.0,0,2,65_plus,True,generative,syn_t013_h0000012,syn_t013_h0000012_r001
14000US06089010804,2,14,64,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t013_h0000012,syn_t013_h0000012_r002
14000US06089010805,1,16,38,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000001,syn_t014_h0000001_r001
14000US06089010805,2,23,36,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000001,syn_t014_h0000001_r002
14000US06089010805,3,19,13,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000001,syn_t014_h0000001_r003
14000US06089010805,4,24,12,2,2,,2.0,,2.0,4,2,0_17,False,dependent,syn_t014_h0000001,syn_t014_h0000001_r004
14000US06089010805,1,10,81,1,2,2.0,2.0,,2.0,0,1,65_plus,True,generative,syn_t014_h0000002,syn_t014_h0000002_r001
14000US06089010805,2,11,77,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t014_h0000002,syn_t014_h0000002_r002
14000US06089010805,1,16,48,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000003,syn_t014_h0000003_r001
14000US06089010805,1,14,56,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000004,syn_t014_h0000004_r001
14000US06089010805,1,7,76,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t014_h0000005,syn_t014_h0000005_r001
14000US06089010805,2,9,78,1,2,2.0,2.0,,2.0,1,1,65_plus,True,generative,syn_t014_h0000005,syn_t014_h0000005_r002
14000US06089010805,1,20,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t014_h0000006,syn_t014_h0000006_r001
14000US06089010805,1,8,65,2,2,2.0,2.0,,1.0,0,1,65_plus,True,generative,syn_t014_h0000007,syn_t014_h0000007_r001
14000US06089010805,2,27,27,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t014_h0000007,syn_t014_h0000007_r002
14000US06089010805,1,41,36,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000008,syn_t014_h0000008_r001
14000US06089010805,2,36,35,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000008,syn_t014_h0000008_r002
14000US06089010805,1,21,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000009,syn_t014_h0000009_r001
14000US06089010805,2,21,60,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000009,syn_t014_h0000009_r002
14000US06089010805,1,14,37,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000010,syn_t014_h0000010_r001
14000US06089010805,1,8,66,1,2,2.0,2.0,5.0,2.0,0,1,65_plus,True,generative,syn_t014_h0000011,syn_t014_h0000011_r001
14000US06089010805,2,7,63,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000011,syn_t014_h0000011_r002
14000US06089010805,3,9,21,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative,syn_t014_h0000011,syn_t014_h0000011_r003
14000US06089010805,1,77,31,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t014_h0000012,syn_t014_h0000012_r001
14000US06089010805,2,34,26,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t014_h0000012,syn_t014_h0000012_r002
14000US06089010805,3,44,10,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000012,syn_t014_h0000012_r003
14000US06089010805,4,44,7,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000012,syn_t014_h0000012_r004
14000US06089010805,5,44,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000012,syn_t014_h0000012_r005
14000US06089010805,1,20,68,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t014_h0000013,syn_t014_h0000013_r001
14000US06089010805,1,53,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000014,syn_t014_h0000014_r001
14000US06089010805,2,25,48,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000014,syn_t014_h0000014_r002
14000US06089010805,3,17,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000014,syn_t014_h0000014_r003
14000US06089010805,1,32,78,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t014_h0000015,syn_t014_h0000015_r001
14000US06089010805,2,28,83,2,2,2.0,1.0,,2.0,1,1,65_plus,True,generative,syn_t014_h0000015,syn_t014_h0000015_r002
14000US06089010805,1,14,37,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000016,syn_t014_h0000016_r001
14000US06089010805,2,13,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000016,syn_t014_h0000016_r002
14000US06089010805,3,13,3,2,2,,,,,2,2,0_17,False,dependent,syn_t014_h0000016,syn_t014_h0000016_r003
14000US06089010805,1,68,54,2,1,1.0,2.0,,1.0,0,1,35_64,True,generative,syn_t014_h0000017,syn_t014_h0000017_r001
14000US06089010805,1,71,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000018,syn_t014_h0000018_r001
14000US06089010805,2,54,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t014_h0000018,syn_t014_h0000018_r002
14000US06089010805,1,25,66,1,2,2.0,2.0,,2.0,0,1,65_plus,True,generative,syn_t014_h0000019,syn_t014_h0000019_r001
14000US06089010805,2,27,69,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t014_h0000019,syn_t014_h0000019_r002
14000US06089010805,1,18,31,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t014_h0000020,syn_t014_h0000020_r001
14000US06089010805,2,16,30,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t014_h0000020,syn_t014_h0000020_r002
14000US06089010805,3,20,2,2,2,,,,,2,2,0_17,False,dependent,syn_t014_h0000020,syn_t014_h0000020_r003
14000US06089010805,1,23,56,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000021,syn_t014_h0000021_r001
14000US06089010805,2,22,60,2,1,2.0,2.0,,2.0,1,1,35_64,True,generative,syn_t014_h0000021,syn_t014_h0000021_r002
14000US06089010805,1,20,29,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t014_h0000022,syn_t014_h0000022_r001
14000US06089010805,2,18,28,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t014_h0000022,syn_t014_h0000022_r002
14000US06089010805,1,63,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000023,syn_t014_h0000023_r001
14000US06089010805,2,71,41,2,2,2.0,1.0,,2.0,1,1,35_64,True,generative,syn_t014_h0000023,syn_t014_h0000023_r002
14000US06089010805,3,78,21,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t014_h0000023,syn_t014_h0000023_r003
14000US06089010805,4,64,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t014_h0000023,syn_t014_h0000023_r004
14000US06089010805,1,12,64,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000024,syn_t014_h0000024_r001
14000US06089010805,1,16,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t014_h0000025,syn_t014_h0000025_r001
14000US06089010805,1,18,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t014_h0000026,syn_t014_h0000026_r001
14000US06089010805,2,19,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t014_h0000026,syn_t014_h0000026_r002
14000US06089010805,1,24,63,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative,syn_t014_h0000027,syn_t014_h0000027_r001
14000US06089010805,2,19,30,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t014_h0000027,syn_t014_h0000027_r002
14000US06089010806,1,7,51,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000001,syn_t015_h0000001_r001
14000US06089010806,1,13,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000002,syn_t015_h0000002_r001
14000US06089010806,2,11,64,2,2,2.0,2.0,,2.0,13,2,35_64,True,generative,syn_t015_h0000002,syn_t015_h0000002_r002
14000US06089010806,1,11,54,2,2,2.0,2.0,2.0,2.0,0,2,35_64,True,generative,syn_t015_h0000003,syn_t015_h0000003_r001
14000US06089010806,1,34,35,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000004,syn_t015_h0000004_r001
14000US06089010806,2,33,17,2,1,1.0,1.0,,1.0,2,1,0_17,False,dependent,syn_t015_h0000004,syn_t015_h0000004_r002
14000US06089010806,3,32,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t015_h0000004,syn_t015_h0000004_r003
14000US06089010806,4,54,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t015_h0000004,syn_t015_h0000004_r004
14000US06089010806,1,7,81,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000005,syn_t015_h0000005_r001
14000US06089010806,1,11,69,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000006,syn_t015_h0000006_r001
14000US06089010806,1,18,39,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000007,syn_t015_h0000007_r001
14000US06089010806,2,16,38,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t015_h0000007,syn_t015_h0000007_r002
14000US06089010806,3,24,8,2,2,,2.0,,2.0,3,2,0_17,False,dependent,syn_t015_h0000007,syn_t015_h0000007_r003
14000US06089010806,4,24,7,2,2,,2.0,,2.0,3,2,0_17,False,dependent,syn_t015_h0000007,syn_t015_h0000007_r004
14000US06089010806,5,15,4,2,2,,,,,3,2,0_17,False,dependent,syn_t015_h0000007,syn_t015_h0000007_r005
14000US06089010806,1,20,64,2,2,1.0,1.0,,1.0,0,1,35_64,True,generative,syn_t015_h0000008,syn_t015_h0000008_r001
14000US06089010806,1,13,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000009,syn_t015_h0000009_r001
14000US06089010806,2,20,29,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t015_h0000009,syn_t015_h0000009_r002
14000US06089010806,3,17,5,2,2,,2.0,,2.0,7,2,0_17,False,dependent,syn_t015_h0000009,syn_t015_h0000009_r003
14000US06089010806,4,19,3,2,2,,,,,7,2,0_17,False,dependent,syn_t015_h0000009,syn_t015_h0000009_r004
14000US06089010806,5,26,25,2,2,2.0,2.0,,2.0,9,2,18_34,True,generative,syn_t015_h0000009,syn_t015_h0000009_r005
14000US06089010806,1,14,81,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000010,syn_t015_h0000010_r001
14000US06089010806,1,36,88,2,2,1.0,2.0,,2.0,0,1,65_plus,True,generative,syn_t015_h0000011,syn_t015_h0000011_r001
14000US06089010806,1,11,65,1,2,2.0,2.0,1.0,2.0,0,1,65_plus,True,generative,syn_t015_h0000012,syn_t015_h0000012_r001
14000US06089010806,1,30,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000013,syn_t015_h0000013_r001
14000US06089010806,1,4,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000014,syn_t015_h0000014_r001
14000US06089010806,1,12,83,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000015,syn_t015_h0000015_r001
14000US06089010806,1,52,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000016,syn_t015_h0000016_r001
14000US06089010806,2,67,11,2,2,,2.0,,1.0,2,1,0_17,False,dependent,syn_t015_h0000016,syn_t015_h0000016_r002
14000US06089010806,1,17,82,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t015_h0000017,syn_t015_h0000017_r001
14000US06089010806,1,59,48,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t015_h0000018,syn_t015_h0000018_r001
14000US06089010806,2,68,37,2,2,2.0,1.0,4.0,1.0,15,1,35_64,True,generative,syn_t015_h0000018,syn_t015_h0000018_r002
14000US06089010806,1,20,47,2,2,2.0,2.0,2.0,2.0,0,2,35_64,True,generative,syn_t015_h0000019,syn_t015_h0000019_r001
14000US06089010806,2,21,41,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t015_h0000019,syn_t015_h0000019_r002
14000US06089010806,3,24,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t015_h0000019,syn_t015_h0000019_r003
14000US06089010806,1,12,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t015_h0000020,syn_t015_h0000020_r001
14000US06089010806,2,19,44,2,2,2.0,2.0,,2.0,2,2,35_64,True,generative,syn_t015_h0000020,syn_t015_h0000020_r002
14000US06089010806,3,13,13,2,2,,2.0,,2.0,7,2,0_17,False,dependent,syn_t015_h0000020,syn_t015_h0000020_r003
14000US06089010806,4,11,2,2,2,,,,,7,2,0_17,False,dependent,syn_t015_h0000020,syn_t015_h0000020_r004
14000US06089010807,1,11,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t016_h0000001,syn_t016_h0000001_r001
14000US06089010807,2,10,61,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t016_h0000001,syn_t016_h0000001_r002
14000US06089010807,3,19,25,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t016_h0000001,syn_t016_h0000001_r003
14000US06089010807,4,16,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t016_h0000001,syn_t016_h0000001_r004
14000US06089010807,1,9,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t016_h0000002,syn_t016_h0000002_r001
14000US06089010807,1,6,63,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t016_h0000003,syn_t016_h0000003_r001
14000US06089010807,2,6,71,2,2,2.0,2.0,2.0,2.0,1,2,65_plus,True,generative,syn_t016_h0000003,syn_t016_h0000003_r002
14000US06089010807,1,62,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t016_h0000004,syn_t016_h0000004_r001
14000US06089010807,2,54,48,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t016_h0000004,syn_t016_h0000004_r002
