geoid,SPORDER,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,JWMNP,JWTR,RELP,SCHL,SEX,WKHP,WKW,DIS,ESR,RELP_label,SCHL_label,SEX_label,ESR_label,WKW_label,JWTR_label,WKHP_label,JWMNP_label,DIS_label,DEAR_label,DEYE_label,DREM_label,DPHY_label,DOUT_label,DDRS_label,DRAT_label,person_age_group,decision_capable,decision_policy,synthetic_household_id,resident_id
14000US06089010805,2,7,23,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,19.0,1,35.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000016,syn_t014_h0000016_r002
14000US06089010805,1,7,88,2.0,1,2,2.0,1.0,,2.0,,,0,16.0,2,,,1,6.0,Reference person,Regular high school diploma,Female,Not in labor force,,,,,With a disability,Yes,No,No,Yes,No,No,,65_plus,True,generative,syn_t014_h0000017,syn_t014_h0000017_r001
14000US06089010805,2,13,84,1.0,1,2,1.0,1.0,,1.0,,,1,21.0,1,,,1,6.0,Husband/wife,Bachelor's degree,Male,Not in labor force,,,,,With a disability,Yes,No,Yes,Yes,Yes,Yes,,65_plus,True,generative,syn_t014_h0000017,syn_t014_h0000017_r002
14000US06089010805,1,77,31,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,11.0,1,50.0,1.0,2,1.0,Reference person,Grade 8,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000018,syn_t014_h0000018_r001
14000US06089010805,2,34,26,2.0,2,2,2.0,2.0,,2.0,,,1,15.0,2,,,2,6.0,Husband/wife,12th grade - no diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000018,syn_t014_h0000018_r002
14000US06089010805,3,44,10,2.0,2,2,,2.0,,2.0,,,2,6.0,2,,,2,,Biological son or daughter,Grade 3,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000018,syn_t014_h0000018_r003
14000US06089010805,4,44,7,2.0,2,2,,2.0,,2.0,,,2,4.0,2,,,2,,Biological son or daughter,Grade 1,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000018,syn_t014_h0000018_r004
14000US06089010805,5,44,5,2.0,2,2,,2.0,,2.0,,,2,2.0,2,,,2,,Biological son or daughter,"Nursery school, preschool",Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000018,syn_t014_h0000018_r005
14000US06089010805,1,14,80,2.0,2,2,2.0,1.0,,2.0,,,0,13.0,2,,,1,6.0,Reference person,Grade 10,Female,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,65_plus,True,generative,syn_t014_h0000019,syn_t014_h0000019_r001
14000US06089010805,1,9,38,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,0,23.0,1,50.0,1.0,2,1.0,Reference person,Professional degree beyond a bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000020,syn_t014_h0000020_r001
14000US06089010805,2,8,38,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,1,21.0,2,28.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000020,syn_t014_h0000020_r002
14000US06089010805,3,7,7,2.0,2,2,,2.0,,2.0,,,2,4.0,2,,,2,,Biological son or daughter,Grade 1,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000020,syn_t014_h0000020_r003
14000US06089010805,4,7,5,2.0,2,2,,2.0,,2.0,,,2,2.0,2,,,2,,Biological son or daughter,"Nursery school, preschool",Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000020,syn_t014_h0000020_r004
14000US06089010805,1,18,31,2.0,2,2,2.0,2.0,,2.0,,,0,22.0,2,40.0,6.0,2,6.0,Reference person,Master's degree,Female,Not in labor force,less than 14 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000021,syn_t014_h0000021_r001
14000US06089010805,2,16,30,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,23.0,1,70.0,3.0,2,1.0,Husband/wife,Professional degree beyond a bachelor's degree,Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000021,syn_t014_h0000021_r002
14000US06089010805,3,20,2,,2,2,,,,,,,2,,1,,,2,,Biological son or daughter,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t014_h0000021,syn_t014_h0000021_r003
14000US06089010805,1,23,72,2.0,2,2,2.0,2.0,,2.0,,,0,19.0,2,,,2,6.0,Reference person,"1 or more years of college credit, no degree",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t014_h0000022,syn_t014_h0000022_r001
14000US06089010805,2,19,77,2.0,2,2,2.0,2.0,2.0,2.0,,,1,17.0,1,,,2,6.0,Husband/wife,GED or alternative credential,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,10 or 20 percent,65_plus,True,generative,syn_t014_h0000022,syn_t014_h0000022_r002
14000US06089010805,1,10,50,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,23.0,1,40.0,1.0,2,1.0,Reference person,Professional degree beyond a bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000023,syn_t014_h0000023_r001
14000US06089010805,1,47,26,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,18.0,1,40.0,1.0,2,1.0,Reference person,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000024,syn_t014_h0000024_r001
14000US06089010805,2,23,21,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,16.0,2,40.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000024,syn_t014_h0000024_r002
14000US06089010805,1,11,47,2.0,1,2,2.0,2.0,,2.0,7.0,1.0,0,19.0,1,61.0,1.0,1,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000025,syn_t014_h0000025_r001
14000US06089010805,2,12,45,2.0,2,2,2.0,2.0,,2.0,4.0,1.0,1,15.0,2,5.0,1.0,2,1.0,Husband/wife,12th grade - no diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000025,syn_t014_h0000025_r002
14000US06089010805,3,23,25,2.0,1,2,1.0,2.0,,1.0,,,2,15.0,1,,,1,6.0,Biological son or daughter,12th grade - no diploma,Male,Not in labor force,,,,,With a disability,Yes,No,Yes,No,Yes,No,,18_34,True,generative,syn_t014_h0000025,syn_t014_h0000025_r003
14000US06089010805,4,16,22,2.0,1,2,1.0,2.0,,1.0,,,2,15.0,1,,,1,6.0,Biological son or daughter,12th grade - no diploma,Male,Not in labor force,,,,,With a disability,Yes,No,Yes,No,Yes,No,,18_34,True,generative,syn_t014_h0000025,syn_t014_h0000025_r004
14000US06089010805,5,21,70,2.0,1,2,2.0,1.0,,2.0,,,6,18.0,2,,,1,6.0,Father or mother,"Some college, but less than 1 year",Female,Not in labor force,,,,,With a disability,Yes,No,No,Yes,No,No,,65_plus,True,generative,syn_t014_h0000025,syn_t014_h0000025_r005
14000US06089010805,1,47,45,2.0,2,2,2.0,2.0,,2.0,,,0,20.0,2,,,2,6.0,Reference person,Associate's degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000026,syn_t014_h0000026_r001
14000US06089010805,2,42,45,2.0,2,2,2.0,2.0,,2.0,142.0,1.0,1,21.0,1,40.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000026,syn_t014_h0000026_r002
14000US06089010805,3,47,9,2.0,2,2,,2.0,,2.0,,,2,6.0,2,,,2,,Biological son or daughter,Grade 3,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000026,syn_t014_h0000026_r003
14000US06089010805,4,48,6,2.0,2,2,,2.0,,2.0,,,2,3.0,2,,,2,,Biological son or daughter,Kindergarten,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t014_h0000026,syn_t014_h0000026_r004
14000US06089010805,1,41,28,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,19.0,1,55.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t014_h0000027,syn_t014_h0000027_r001
14000US06089010805,2,46,59,2.0,2,2,2.0,2.0,,2.0,,,6,16.0,2,,,2,6.0,Father or mother,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000027,syn_t014_h0000027_r002
14000US06089010805,3,46,56,2.0,2,2,2.0,2.0,,2.0,70.0,1.0,6,16.0,1,55.0,1.0,2,1.0,Father or mother,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t014_h0000027,syn_t014_h0000027_r003
14000US06089010806,1,6,84,2.0,1,2,1.0,1.0,2.0,2.0,,,0,18.0,1,,,1,6.0,Reference person,"Some college, but less than 1 year",Male,Not in labor force,,,,,With a disability,Yes,No,No,Yes,Yes,No,10 or 20 percent,65_plus,True,generative,syn_t015_h0000001,syn_t015_h0000001_r001
14000US06089010806,2,7,80,2.0,2,2,2.0,2.0,,2.0,,,1,15.0,2,,,2,6.0,Husband/wife,12th grade - no diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000001,syn_t015_h0000001_r002
14000US06089010806,1,75,66,2.0,2,2,2.0,2.0,,2.0,,,0,19.0,2,,,2,6.0,Reference person,"1 or more years of college credit, no degree",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000002,syn_t015_h0000002_r001
14000US06089010806,2,65,70,2.0,2,2,2.0,2.0,,2.0,,,1,20.0,1,,,2,6.0,Husband/wife,Associate's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000002,syn_t015_h0000002_r002
14000US06089010806,1,11,54,2.0,2,2,2.0,2.0,2.0,2.0,,,0,23.0,1,,,2,3.0,Reference person,Professional degree beyond a bachelor's degree,Male,Unemployed,,,,,Without a disability,No,No,No,No,No,No,10 or 20 percent,35_64,True,generative,syn_t015_h0000003,syn_t015_h0000003_r001
14000US06089010806,1,31,52,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,19.0,2,40.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000004,syn_t015_h0000004_r001
14000US06089010806,2,37,51,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,19.0,1,40.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000004,syn_t015_h0000004_r002
14000US06089010806,3,48,15,2.0,2,2,2.0,2.0,,2.0,,,2,12.0,2,,,2,,Biological son or daughter,Grade 9,Female,,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t015_h0000004,syn_t015_h0000004_r003
14000US06089010806,1,14,50,2.0,2,2,2.0,2.0,,1.0,,,0,13.0,2,,,1,6.0,Reference person,Grade 10,Female,Not in labor force,,,,,With a disability,No,No,Yes,No,No,No,,35_64,True,generative,syn_t015_h0000005,syn_t015_h0000005_r001
14000US06089010806,1,12,67,2.0,2,2,2.0,2.0,3.0,2.0,,,0,20.0,1,,,2,6.0,Reference person,Associate's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,30 or 40 percent,65_plus,True,generative,syn_t015_h0000006,syn_t015_h0000006_r001
14000US06089010806,1,27,35,2.0,1,2,2.0,2.0,,2.0,15.0,1.0,0,22.0,2,40.0,1.0,1,1.0,Reference person,Master's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000007,syn_t015_h0000007_r001
14000US06089010806,2,24,34,2.0,2,2,2.0,2.0,5.0,2.0,20.0,1.0,1,21.0,1,25.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,"70, 80, 90, or 100 percent",18_34,True,generative,syn_t015_h0000007,syn_t015_h0000007_r002
14000US06089010806,1,20,64,2.0,2,2,1.0,1.0,,1.0,,,0,10.0,1,,,1,6.0,Reference person,Grade 7,Male,Not in labor force,,,,,With a disability,No,No,Yes,Yes,Yes,No,,35_64,True,generative,syn_t015_h0000008,syn_t015_h0000008_r001
14000US06089010806,1,21,68,2.0,2,2,2.0,2.0,,2.0,,,0,21.0,1,,,2,6.0,Reference person,Bachelor's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000009,syn_t015_h0000009_r001
14000US06089010806,1,14,81,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,16.0,1,20.0,1.0,2,1.0,Reference person,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000010,syn_t015_h0000010_r001
14000US06089010806,1,14,44,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,16.0,2,20.0,4.0,2,1.0,Reference person,Regular high school diploma,Female,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000011,syn_t015_h0000011_r001
14000US06089010806,2,15,17,2.0,2,2,2.0,2.0,,2.0,,,2,14.0,1,,,2,6.0,Biological son or daughter,Grade 11,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t015_h0000011,syn_t015_h0000011_r002
14000US06089010806,3,12,40,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,13,16.0,1,40.0,3.0,2,1.0,Unmarried partner,Regular high school diploma,Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000011,syn_t015_h0000011_r003
14000US06089010806,1,19,68,2.0,2,2,2.0,1.0,,1.0,,,0,20.0,1,,,1,6.0,Reference person,Associate's degree,Male,Not in labor force,,,,,With a disability,No,No,Yes,Yes,No,No,,65_plus,True,generative,syn_t015_h0000012,syn_t015_h0000012_r001
14000US06089010806,1,24,65,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,21.0,1,60.0,1.0,2,1.0,Reference person,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000013,syn_t015_h0000013_r001
14000US06089010806,2,26,53,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,1,13.0,2,40.0,1.0,2,1.0,Husband/wife,Grade 10,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000013,syn_t015_h0000013_r002
14000US06089010806,3,37,36,2.0,2,2,2.0,2.0,,2.0,60.0,9.0,4,19.0,1,60.0,6.0,2,1.0,Stepson or stepdaughter,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",less than 14 weeks worked during past 12 months,Bicycle,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000013,syn_t015_h0000013_r003
14000US06089010806,4,25,30,2.0,2,2,2.0,2.0,,2.0,,,4,16.0,2,,,2,6.0,Stepson or stepdaughter,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t015_h0000013,syn_t015_h0000013_r004
14000US06089010806,5,29,8,2.0,2,2,,2.0,,2.0,,,7,5.0,1,,,2,,Grandchild,Grade 2,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r005
14000US06089010806,6,44,7,2.0,2,2,,2.0,,2.0,,,7,3.0,1,,,2,,Grandchild,Kindergarten,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r006
14000US06089010806,7,48,7,2.0,2,2,,2.0,,2.0,,,7,4.0,2,,,2,,Grandchild,Grade 1,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r007
14000US06089010806,8,29,6,2.0,2,2,,2.0,,2.0,,,7,4.0,1,,,2,,Grandchild,Grade 1,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r008
14000US06089010806,9,29,5,2.0,2,1,,2.0,,2.0,,,7,2.0,1,,,1,,Grandchild,"Nursery school, preschool",Male,,,,,,With a disability,No,Yes,No,No,,No,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r009
14000US06089010806,10,28,2,,2,2,,,,,,,7,,1,,,2,,Grandchild,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t015_h0000013,syn_t015_h0000013_r010
14000US06089010806,1,18,44,2.0,2,2,1.0,1.0,,2.0,,,0,19.0,1,,,1,6.0,Reference person,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,With a disability,No,No,No,Yes,Yes,No,,35_64,True,generative,syn_t015_h0000014,syn_t015_h0000014_r001
14000US06089010806,2,19,16,2.0,2,2,2.0,2.0,,2.0,,,2,13.0,2,,,2,6.0,Biological son or daughter,Grade 10,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t015_h0000014,syn_t015_h0000014_r002
14000US06089010806,3,25,13,2.0,2,2,,2.0,,2.0,,,2,10.0,1,,,2,,Biological son or daughter,Grade 7,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000014,syn_t015_h0000014_r003
14000US06089010806,1,5,54,2.0,2,2,2.0,2.0,,2.0,95.0,1.0,0,19.0,2,18.0,3.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000015,syn_t015_h0000015_r001
14000US06089010806,2,6,55,2.0,1,1,2.0,1.0,,2.0,6.0,1.0,1,16.0,1,40.0,1.0,1,1.0,Husband/wife,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,Yes,No,Yes,No,No,,35_64,True,generative,syn_t015_h0000015,syn_t015_h0000015_r002
14000US06089010806,3,7,16,2.0,2,2,2.0,2.0,,2.0,,,2,12.0,1,,,2,6.0,Biological son or daughter,Grade 9,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t015_h0000015,syn_t015_h0000015_r003
14000US06089010806,1,5,48,2.0,2,2,2.0,2.0,,2.0,8.0,1.0,0,21.0,2,30.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000016,syn_t015_h0000016_r001
14000US06089010806,2,3,51,2.0,2,2,2.0,2.0,,2.0,75.0,1.0,1,19.0,1,40.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000016,syn_t015_h0000016_r002
14000US06089010806,3,13,14,2.0,2,2,,2.0,,2.0,,,2,10.0,2,,,2,,Biological son or daughter,Grade 7,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000016,syn_t015_h0000016_r003
14000US06089010806,1,47,34,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,20.0,2,40.0,1.0,2,1.0,Reference person,Associate's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t015_h0000017,syn_t015_h0000017_r001
14000US06089010806,2,45,14,2.0,2,2,,2.0,,2.0,,,2,10.0,2,,,2,,Biological son or daughter,Grade 7,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t015_h0000017,syn_t015_h0000017_r002
14000US06089010806,3,36,3,,2,2,,,,,,,2,1.0,2,,,2,,Biological son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t015_h0000017,syn_t015_h0000017_r003
14000US06089010806,4,36,0,,2,2,,,,,,,2,,2,,,2,,Biological son or daughter,,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t015_h0000017,syn_t015_h0000017_r004
14000US06089010806,1,59,48,2.0,2,2,2.0,1.0,,2.0,25.0,1.0,0,19.0,1,45.0,1.0,1,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,No,No,No,Yes,No,No,,35_64,True,generative,syn_t015_h0000018,syn_t015_h0000018_r001
14000US06089010806,2,68,37,2.0,2,2,2.0,1.0,4.0,1.0,,,15,19.0,1,,,1,6.0,Other nonrelative,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,With a disability,No,No,Yes,Yes,No,No,50 or 60 percent,35_64,True,generative,syn_t015_h0000018,syn_t015_h0000018_r002
14000US06089010806,1,52,90,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,1,,,2,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t015_h0000019,syn_t015_h0000019_r001
14000US06089010806,1,28,52,2.0,2,2,2.0,2.0,,2.0,,,0,21.0,2,48.0,5.0,2,3.0,Reference person,Bachelor's degree,Female,Unemployed,14 to 26 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t015_h0000020,syn_t015_h0000020_r001
14000US06089010807,1,10,86,2.0,2,2,2.0,1.0,,2.0,,,0,19.0,2,,,1,6.0,Reference person,"1 or more years of college credit, no degree",Female,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,65_plus,True,generative,syn_t016_h0000001,syn_t016_h0000001_r001
14000US06089010807,1,18,70,2.0,2,2,2.0,1.0,,2.0,,,0,15.0,1,,,1,6.0,Reference person,12th grade - no diploma,Male,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,65_plus,True,generative,syn_t016_h0000002,syn_t016_h0000002_r001
14000US06089010807,2,51,40,2.0,2,2,2.0,2.0,,2.0,,,2,19.0,2,32.0,4.0,2,3.0,Biological son or daughter,"1 or more years of college credit, no degree",Female,Unemployed,27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000002,syn_t016_h0000002_r002
14000US06089010807,3,47,6,2.0,2,2,,2.0,,2.0,,,7,2.0,2,,,2,,Grandchild,"Nursery school, preschool",Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t016_h0000002,syn_t016_h0000002_r003
14000US06089010807,1,18,44,2.0,2,2,2.0,2.0,,2.0,12.0,1.0,0,15.0,2,20.0,4.0,2,1.0,Reference person,12th grade - no diploma,Female,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000003,syn_t016_h0000003_r001
14000US06089010807,2,14,47,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,1,18.0,1,55.0,1.0,2,1.0,Husband/wife,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000003,syn_t016_h0000003_r002
14000US06089010807,3,20,22,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,2,17.0,1,30.0,1.0,2,1.0,Biological son or daughter,GED or alternative credential,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t016_h0000003,syn_t016_h0000003_r003
14000US06089010807,4,13,17,2.0,2,2,2.0,2.0,,2.0,,,2,14.0,1,,,2,6.0,Biological son or daughter,Grade 11,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t016_h0000003,syn_t016_h0000003_r004
14000US06089010807,5,14,17,2.0,2,2,2.0,2.0,,2.0,,,4,14.0,1,,,2,6.0,Stepson or stepdaughter,Grade 11,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t016_h0000003,syn_t016_h0000003_r005
14000US06089010807,1,11,55,2.0,2,2,2.0,2.0,,2.0,,,0,18.0,1,,,2,6.0,Reference person,"Some college, but less than 1 year",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000004,syn_t016_h0000004_r001
14000US06089010807,2,13,56,2.0,2,2,2.0,2.0,,2.0,,,1,24.0,2,,,2,6.0,Husband/wife,Doctorate degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000004,syn_t016_h0000004_r002
14000US06089010807,1,15,62,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,16.0,1,44.0,1.0,2,1.0,Reference person,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t016_h0000005,syn_t016_h0000005_r001
