geoid,PUMA,ADJINC,WGTP,NP,TYPE,ACCESS,BDSP,BLD,HISPEED,RMSP,SMARTPHONE,TEN,VEH,HHT,HINCP,HUPAC,HUPAOC,HUPARC,NOC,NRC,WIF,HINCP_ADJUSTED_2018,negative_income,TEN_label,BLD_label,ACCESS_label,HISPEED_label,SMARTPHONE_label,HUPAC_label,HUPAOC_label,HUPARC_label,WIF_label,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size,synthetic_household_id
14000US06089010704,8900,1070673,14,4,1,1,3.0,2,1.0,6.0,1,3,2.0,1.0,68900.0,2,2,2,2.0,2.0,2.0,73769.3697,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,60000_74999,2,married_couple,no_65_plus,14.0,4,syn_t011_h0000007
14000US06089010704,8900,1013097,16,1,1,1,0.0,4,1.0,1.0,1,3,1.0,4.0,12000.0,4,4,4,0.0,0.0,,12157.164,False,Rented,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,no_65_plus,16.0,1,syn_t011_h0000008
14000US06089010704,8900,1061242,35,2,1,1,2.0,6,1.0,5.0,2,3,1.0,1.0,36000.0,4,4,4,0.0,0.0,0.0,38204.712,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,35000_39999,1,married_couple,has_65_plus,35.0,2,syn_t011_h0000009
14000US06089010704,8900,1070673,34,1,1,1,3.0,2,1.0,6.0,2,4,1.0,4.0,9500.0,4,4,4,0.0,0.0,,10171.3935,False,Occupied without payment of rent,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,has_65_plus,34.0,1,syn_t011_h0000010
14000US06089010704,8900,1054346,2,3,1,2,1.0,2,,3.0,2,2,1.0,2.0,61290.0,4,4,4,0.0,0.0,1.0,64620.86634,False,Owned free and clear,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,No,No children,No own children present,No related children present,1 worker,60000_74999,1,other_male_householder,has_65_plus,2.0,3,syn_t011_h0000011
14000US06089010704,8900,1061242,24,1,1,3,3.0,2,,6.0,2,1,1.0,4.0,48000.0,4,4,4,0.0,0.0,,50939.616,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,50000_59999,1,nonfamily_living_alone,no_65_plus,24.0,1,syn_t011_h0000012
14000US06089010704,8900,1054346,11,1,1,3,2.0,1,,5.0,2,3,1.0,4.0,38400.0,4,4,4,0.0,0.0,,40486.8864,False,Rented,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,has_65_plus,11.0,1,syn_t011_h0000013
14000US06089010704,8900,1061242,57,6,1,1,2.0,3,1.0,5.0,1,3,1.0,1.0,155000.0,3,3,3,4.0,4.0,2.0,164492.51,False,Rented,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,150000_199999,1,married_couple,no_65_plus,57.0,6,syn_t011_h0000014
14000US06089010704,8900,1013097,13,2,1,1,2.0,3,1.0,6.0,1,1,2.0,3.0,110000.0,4,4,4,0.0,0.0,2.0,111440.67,False,Owned with mortgage or loan (include home equity loans),One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,other_female_householder,no_65_plus,13.0,2,syn_t011_h0000015
14000US06089010704,8900,1035838,45,2,1,3,1.0,7,,3.0,2,3,0.0,3.0,6500.0,1,1,1,1.0,1.0,0.0,6732.947,False,Rented,10-19 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,No workers,lt_10000,0,other_female_householder,no_65_plus,45.0,2,syn_t011_h0000016
14000US06089010704,8900,1070673,11,2,1,1,3.0,2,1.0,5.0,1,1,3.0,3.0,59000.0,4,4,4,0.0,0.0,2.0,63169.707,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,3,other_female_householder,has_65_plus,11.0,2,syn_t011_h0000017
14000US06089010704,8900,1054346,12,1,1,1,1.0,9,1.0,2.0,1,3,1.0,6.0,0.0,4,4,4,0.0,0.0,,0.0,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,no_65_plus,12.0,1,syn_t011_h0000018
14000US06089010704,8900,1013097,38,3,1,1,2.0,7,2.0,4.0,1,3,1.0,3.0,20000.0,3,3,3,2.0,2.0,1.0,20261.94,False,Rented,10-19 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,20000_24999,1,other_female_householder,no_65_plus,38.0,3,syn_t011_h0000019
14000US06089010704,8900,1061242,15,2,1,1,2.0,9,1.0,4.0,2,3,1.0,3.0,17200.0,1,4,1,0.0,1.0,1.0,18253.3624,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,With children under 6 years only,No own children present,Presence of related children under 6 years only,1 worker,15000_19999,1,other_female_householder,no_65_plus,15.0,2,syn_t011_h0000020
14000US06089010704,8900,1070673,11,5,1,1,3.0,2,1.0,5.0,1,3,2.0,2.0,31000.0,1,1,1,3.0,3.0,1.0,33190.863,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,30000_34999,2,other_male_householder,no_65_plus,11.0,5,syn_t011_h0000021
14000US06089010704,8900,1013097,61,2,1,1,3.0,1,2.0,5.0,1,1,3.0,1.0,64000.0,4,4,4,0.0,0.0,1.0,64838.208,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,60000_74999,3,married_couple,no_65_plus,61.0,2,syn_t011_h0000022
14000US06089010704,8900,1035838,68,1,1,1,2.0,2,1.0,5.0,2,3,1.0,4.0,15000.0,4,4,4,0.0,0.0,,15537.57,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_living_alone,no_65_plus,68.0,1,syn_t011_h0000023
14000US06089010704,8900,1054346,20,1,1,1,3.0,2,1.0,5.0,2,3,0.0,4.0,10600.0,4,4,4,0.0,0.0,,11176.0676,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,10000_14999,0,nonfamily_living_alone,no_65_plus,20.0,1,syn_t011_h0000024
14000US06089010704,8900,1054346,61,2,1,3,2.0,5,,4.0,2,3,1.0,1.0,33400.0,4,4,4,0.0,0.0,0.0,35215.1564,False,Rented,3-4 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,No workers,35000_39999,1,married_couple,no_65_plus,61.0,2,syn_t011_h0000025
14000US06089010704,8900,1061242,17,1,1,1,2.0,1,1.0,3.0,2,3,2.0,6.0,12000.0,4,4,4,0.0,0.0,,12734.904,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,10000_14999,2,nonfamily_not_living_alone,has_65_plus,17.0,1,syn_t011_h0000026
14000US06089010803,8900,1070673,15,2,1,1,3.0,2,1.0,5.0,1,1,2.0,1.0,60800.0,4,4,4,0.0,0.0,2.0,65096.9184,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,2,married_couple,no_65_plus,15.0,2,syn_t012_h0000001
14000US06089010803,8900,1013097,45,2,1,1,2.0,5,2.0,4.0,1,3,0.0,3.0,15700.0,2,2,2,1.0,1.0,0.0,15905.6229,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,15000_19999,0,other_female_householder,no_65_plus,45.0,2,syn_t012_h0000002
14000US06089010803,8900,1070673,38,3,1,3,3.0,2,,6.0,2,1,1.0,3.0,69900.0,4,4,4,0.0,0.0,1.0,74840.0427,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,1 worker,60000_74999,1,other_female_householder,has_65_plus,38.0,3,syn_t012_h0000003
14000US06089010803,8900,1061242,18,2,1,3,2.0,8,,4.0,2,3,0.0,3.0,19000.0,4,4,4,0.0,0.0,1.0,20163.598,False,Rented,20-49 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,1 worker,20000_24999,0,other_female_householder,has_65_plus,18.0,2,syn_t012_h0000004
14000US06089010803,8900,1061242,15,4,1,1,3.0,2,1.0,5.0,1,1,1.0,1.0,80150.0,4,4,4,0.0,0.0,3.0,85058.5463,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,3 or more workers in family,75000_99999,1,married_couple,has_65_plus,15.0,4,syn_t012_h0000005
14000US06089010803,8900,1054346,4,2,1,1,5.0,2,1.0,9.0,1,2,3.0,1.0,145700.0,4,4,4,0.0,0.0,1.0,153618.2122,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,150000_199999,3,married_couple,has_65_plus,4.0,2,syn_t012_h0000006
14000US06089010803,8900,1061242,37,4,1,3,2.0,2,,3.0,2,3,1.0,3.0,21700.0,1,4,1,0.0,1.0,1.0,23028.9514,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,With children under 6 years only,No own children present,Presence of related children under 6 years only,1 worker,20000_24999,1,other_female_householder,no_65_plus,37.0,4,syn_t012_h0000007
14000US06089010803,8900,1061242,69,1,1,1,2.0,9,1.0,4.0,1,3,1.0,4.0,40000.0,4,4,4,0.0,0.0,,42449.68,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,no_65_plus,69.0,1,syn_t012_h0000008
14000US06089010803,8900,1013097,16,5,1,1,4.0,2,2.0,5.0,1,3,1.0,3.0,29600.0,3,3,3,3.0,3.0,1.0,29987.6712,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,25000_29999,1,other_female_householder,no_65_plus,16.0,5,syn_t012_h0000009
14000US06089010803,8900,1035838,15,1,1,1,3.0,2,1.0,5.0,1,1,1.0,4.0,57000.0,4,4,4,0.0,0.0,,59042.766,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,1,nonfamily_living_alone,no_65_plus,15.0,1,syn_t012_h0000010
14000US06089010803,8900,1070673,4,2,1,1,2.0,2,2.0,8.0,1,2,2.0,1.0,21000.0,4,4,4,0.0,0.0,1.0,22484.133,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,20000_24999,2,married_couple,has_65_plus,4.0,2,syn_t012_h0000011
14000US06089010803,8900,1070673,62,2,1,2,1.0,1,,2.0,1,3,1.0,1.0,26500.0,4,4,4,0.0,0.0,1.0,28372.8345,False,Rented,Mobile home or trailer,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,1 worker,25000_29999,1,married_couple,no_65_plus,62.0,2,syn_t012_h0000012
14000US06089010803,8900,1070673,9,1,1,1,2.0,1,1.0,4.0,1,3,1.0,4.0,40000.0,4,4,4,0.0,0.0,,42826.92,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,no_65_plus,9.0,1,syn_t012_h0000013
14000US06089010803,8900,1035838,42,4,1,1,3.0,2,2.0,5.0,1,1,2.0,1.0,76000.0,3,3,3,2.0,2.0,2.0,78723.688,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,75000_99999,2,married_couple,no_65_plus,42.0,4,syn_t012_h0000014
14000US06089010803,8900,1013097,14,1,1,1,1.0,5,1.0,3.0,1,3,1.0,6.0,65000.0,4,4,4,0.0,0.0,,65851.305,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,no_65_plus,14.0,1,syn_t012_h0000015
14000US06089010803,8900,1035838,45,2,1,3,1.0,7,,3.0,2,3,0.0,3.0,6500.0,1,1,1,1.0,1.0,0.0,6732.947,False,Rented,10-19 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,No workers,lt_10000,0,other_female_householder,no_65_plus,45.0,2,syn_t012_h0000016
14000US06089010803,8900,1035838,74,3,1,3,2.0,1,,4.0,1,3,1.0,3.0,15000.0,2,2,2,2.0,2.0,1.0,15537.57,False,Rented,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,15000_19999,1,other_female_householder,no_65_plus,74.0,3,syn_t012_h0000017
14000US06089010803,8900,1070673,11,2,1,1,3.0,2,1.0,10.0,1,2,1.0,1.0,58000.0,4,4,4,0.0,0.0,2.0,62099.034,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,1,married_couple,has_65_plus,11.0,2,syn_t012_h0000018
14000US06089010803,8900,1070673,34,4,1,1,3.0,2,1.0,5.0,1,1,2.0,1.0,80800.0,2,2,2,1.0,1.0,2.0,86510.3784,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,75000_99999,2,married_couple,no_65_plus,34.0,4,syn_t012_h0000019
14000US06089010803,8900,1013097,16,3,1,1,4.0,2,1.0,7.0,1,1,1.0,1.0,180000.0,2,4,2,0.0,1.0,1.0,182357.46,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,1 worker,150000_199999,1,married_couple,has_65_plus,16.0,3,syn_t012_h0000020
14000US06089010803,8900,1035838,15,1,1,1,3.0,1,2.0,8.0,1,1,1.0,4.0,14000.0,4,4,4,0.0,0.0,,14501.732,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,no_65_plus,15.0,1,syn_t012_h0000021
14000US06089010803,8900,1035838,19,5,1,1,3.0,5,2.0,5.0,1,3,1.0,1.0,11370.0,3,3,3,3.0,3.0,0.0,11777.47806,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,No workers,10000_14999,1,married_couple,no_65_plus,19.0,5,syn_t012_h0000022
14000US06089010803,8900,1013097,42,3,1,1,4.0,1,1.0,7.0,1,3,2.0,2.0,93800.0,4,4,4,0.0,0.0,2.0,95028.4986,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,2,other_male_householder,no_65_plus,42.0,3,syn_t012_h0000023
14000US06089010803,8900,1035838,27,2,1,1,2.0,8,2.0,5.0,1,3,2.0,7.0,50300.0,4,4,4,0.0,0.0,,52102.6514,False,Rented,20-49 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,50000_59999,2,nonfamily_not_living_alone,no_65_plus,27.0,2,syn_t012_h0000024
14000US06089010803,8900,1061242,13,3,1,1,3.0,2,1.0,5.0,1,1,5.0,1.0,116600.0,4,4,4,0.0,0.0,2.0,123740.8172,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,4_plus,married_couple,has_65_plus,13.0,3,syn_t012_h0000025
14000US06089010803,8900,1054346,43,2,1,1,2.0,1,1.0,7.0,1,2,1.0,5.0,23700.0,4,4,4,0.0,0.0,,24988.0002,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,20000_24999,1,nonfamily_living_alone,no_65_plus,43.0,2,syn_t012_h0000026
14000US06089010803,8900,1035838,18,2,1,1,3.0,2,1.0,7.0,1,2,2.0,1.0,130300.0,4,4,4,0.0,0.0,0.0,134969.6914,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,125000_149999,2,married_couple,has_65_plus,18.0,2,syn_t012_h0000027
14000US06089010803,8900,1054346,12,3,1,1,3.0,2,1.0,4.0,1,1,1.0,1.0,91300.0,4,4,4,0.0,0.0,3.0,96261.7898,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,3 or more workers in family,75000_99999,1,married_couple,no_65_plus,12.0,3,syn_t012_h0000028
14000US06089010803,8900,1013097,11,1,1,1,1.0,5,1.0,2.0,1,3,1.0,4.0,3100.0,4,4,4,0.0,0.0,,3140.6007,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_living_alone,no_65_plus,11.0,1,syn_t012_h0000029
14000US06089010803,8900,1054346,9,2,1,1,4.0,2,1.0,9.0,2,1,2.0,1.0,116000.0,4,4,4,0.0,0.0,2.0,122304.136,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,9.0,2,syn_t012_h0000030
14000US06089010803,8900,1061242,11,4,1,1,3.0,2,1.0,6.0,1,1,4.0,1.0,93400.0,4,4,4,0.0,0.0,3.0,99120.0028,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,3 or more workers in family,75000_99999,4_plus,married_couple,no_65_plus,11.0,4,syn_t012_h0000031
14000US06089010803,8900,1061242,50,6,1,3,3.0,2,,5.0,2,3,1.0,1.0,24500.0,3,3,3,4.0,4.0,1.0,26000.429,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,25000_29999,1,married_couple,no_65_plus,50.0,6,syn_t012_h0000032
14000US06089010803,8900,1054346,15,3,1,1,3.0,2,1.0,6.0,1,1,4.0,1.0,230000.0,1,1,1,1.0,1.0,2.0,242499.58,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,2 workers,200000_plus,4_plus,married_couple,no_65_plus,15.0,3,syn_t012_h0000033
14000US06089010804,8900,1054346,12,1,1,3,2.0,2,,6.0,2,2,1.0,4.0,25100.0,4,4,4,0.0,0.0,,26464.0846,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,25000_29999,1,nonfamily_living_alone,has_65_plus,12.0,1,syn_t013_h0000001
14000US06089010804,8900,1061242,12,2,1,1,4.0,2,1.0,5.0,1,1,2.0,5.0,135080.0,4,4,4,0.0,0.0,,143352.56936,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,125000_149999,2,nonfamily_living_alone,no_65_plus,12.0,2,syn_t013_h0000002
14000US06089010804,8900,1035838,35,2,1,3,3.0,2,,6.0,2,2,1.0,1.0,27520.0,4,4,4,0.0,0.0,0.0,28506.26176,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,No workers,25000_29999,1,married_couple,has_65_plus,35.0,2,syn_t013_h0000003
14000US06089010804,8900,1070673,49,3,1,1,3.0,5,1.0,5.0,1,3,2.0,3.0,28000.0,2,4,2,0.0,1.0,2.0,29978.844,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,2 workers,25000_29999,2,other_female_householder,no_65_plus,49.0,3,syn_t013_h0000004
14000US06089010804,8900,1013097,17,1,1,3,3.0,2,,4.0,2,1,1.0,4.0,104000.0,4,4,4,0.0,0.0,,105362.088,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,100000_124999,1,nonfamily_living_alone,has_65_plus,17.0,1,syn_t013_h0000005
14000US06089010804,8900,1013097,45,1,1,3,2.0,6,,4.0,1,3,0.0,4.0,11400.0,4,4,4,0.0,0.0,,11549.3058,False,Rented,5-9 Apartments,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,,10000_14999,0,nonfamily_living_alone,no_65_plus,45.0,1,syn_t013_h0000006
14000US06089010804,8900,1054346,9,3,1,1,3.0,2,2.0,6.0,1,1,3.0,1.0,76000.0,4,4,4,0.0,0.0,3.0,80130.296,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,3 or more workers in family,75000_99999,3,married_couple,no_65_plus,9.0,3,syn_t013_h0000007
14000US06089010804,8900,1054346,35,2,1,1,1.0,2,1.0,6.0,1,3,2.0,1.0,67000.0,4,4,4,0.0,0.0,2.0,70641.182,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,2,married_couple,no_65_plus,35.0,2,syn_t013_h0000008
14000US06089010804,8900,1061242,69,1,1,1,2.0,9,1.0,4.0,1,3,1.0,4.0,40000.0,4,4,4,0.0,0.0,,42449.68,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,no_65_plus,69.0,1,syn_t013_h0000009
14000US06089010804,8900,1035838,18,3,1,1,3.0,2,2.0,6.0,1,1,3.0,1.0,215000.0,2,2,2,1.0,1.0,2.0,222705.17,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,200000_plus,3,married_couple,no_65_plus,18.0,3,syn_t013_h0000010
14000US06089010804,8900,1054346,48,3,1,1,4.0,2,1.0,6.0,1,1,2.0,1.0,90000.0,2,2,2,1.0,1.0,1.0,94891.14,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,75000_99999,2,married_couple,no_65_plus,48.0,3,syn_t013_h0000011
14000US06089010804,8900,1061242,23,1,1,3,2.0,3,,4.0,2,3,1.0,6.0,20000.0,4,4,4,0.0,0.0,,21224.84,False,Rented,One-family house attached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,20000_24999,1,nonfamily_not_living_alone,no_65_plus,23.0,1,syn_t013_h0000012
14000US06089010805,8900,1070673,14,4,1,1,3.0,2,1.0,6.0,1,1,4.0,3.0,100100.0,2,2,2,2.0,2.0,1.0,107174.3673,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,100000_124999,4_plus,other_female_householder,no_65_plus,14.0,4,syn_t014_h0000001
14000US06089010805,8900,1035838,11,1,1,1,3.0,2,1.0,7.0,1,1,1.0,4.0,24000.0,4,4,4,0.0,0.0,,24860.112,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,20000_24999,1,nonfamily_living_alone,no_65_plus,11.0,1,syn_t014_h0000002
14000US06089010805,8900,1061242,13,1,1,2,4.0,2,,14.0,2,2,1.0,6.0,17800.0,4,4,4,0.0,0.0,,18890.1076,False,Owned free and clear,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_not_living_alone,has_65_plus,13.0,1,syn_t014_h0000003
14000US06089010805,8900,1035838,14,4,1,1,2.0,5,1.0,6.0,1,3,1.0,3.0,6000.0,3,3,3,3.0,3.0,0.0,6215.028,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,No workers,lt_10000,1,other_female_householder,no_65_plus,14.0,4,syn_t014_h0000004
14000US06089010805,8900,1035838,81,4,1,1,2.0,1,2.0,4.0,1,3,2.0,3.0,50000.0,1,1,1,2.0,2.0,1.0,51791.9,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,50000_59999,2,other_female_householder,no_65_plus,81.0,4,syn_t014_h0000005
14000US06089010805,8900,1013097,61,4,1,1,2.0,2,1.0,6.0,1,1,2.0,3.0,51800.0,2,4,2,0.0,1.0,1.0,52478.4246,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,1 worker,50000_59999,2,other_female_householder,has_65_plus,61.0,4,syn_t014_h0000006
14000US06089010805,8900,1054346,18,3,1,1,3.0,2,1.0,6.0,2,2,3.0,1.0,18500.0,4,4,4,0.0,0.0,1.0,19505.401,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,1 worker,15000_19999,3,married_couple,has_65_plus,18.0,3,syn_t014_h0000007
