donor_id,PUMA,ADJINC,WGTP,NP,TYPE,ACCESS,BDSP,BLD,HISPEED,RMSP,SMARTPHONE,TEN,VEH,HHT,HINCP,HUPAC,HUPAOC,HUPARC,NOC,NRC,WIF,HINCP_ADJUSTED_2018,negative_income,TEN_label,BLD_label,ACCESS_label,HISPEED_label,SMARTPHONE_label,HUPAC_label,HUPAOC_label,HUPARC_label,WIF_label,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0000484,08900,1070673,20,4,1,1,3.0,02,1,4.0,1,1,4.0,1.0,123080.0,2,2,2,2.0,2.0,3,131778.43284,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,125000_149999,4_plus,married_couple,no_65_plus,20.0,4
donor_h0000485,08900,1070673,14,2,1,1,3.0,02,1,5.0,2,1,2.0,1.0,47100.0,4,4,4,0.0,0.0,2,50428.6983,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,50000_59999,2,married_couple,has_65_plus,14.0,2
donor_h0000486,08900,1070673,7,1,1,1,3.0,02,2,8.0,2,2,2.0,6.0,277400.0,4,4,4,0.0,0.0,,297004.6902,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,,200000_plus,2,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0000487,08900,1070673,5,3,1,1,3.0,02,1,6.0,1,2,3.0,1.0,70200.0,2,2,2,1.0,1.0,2,75161.2446,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,75000_99999,3,married_couple,no_65_plus,5.0,3
donor_h0000488,08900,1070673,10,3,1,1,2.0,02,2,5.0,1,3,2.0,1.0,39000.0,2,2,2,1.0,1.0,2,41756.247,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,40000_44999,2,married_couple,no_65_plus,10.0,3
donor_h0000489,08900,1070673,9,2,1,1,2.0,01,1,5.0,1,1,3.0,1.0,200000.0,4,4,4,0.0,0.0,2,214134.6,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,200000_plus,3,married_couple,no_65_plus,9.0,2
donor_h0000490,08900,1070673,20,1,1,3,1.0,10,,3.0,2,1,1.0,4.0,18400.0,4,4,4,0.0,0.0,,19700.3832,False,Owned with mortgage or loan (include home equity loans),"Boat, RV, van, etc.","No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_living_alone,has_65_plus,20.0,1
donor_h0000491,08900,1070673,47,2,1,2,2.0,05,,5.0,2,3,0.0,3.0,3600.0,2,2,2,1.0,1.0,0,3854.4228,False,Rented,3-4 Apartments,"Yes, without paying a cell phone company or Internet service provider",,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,lt_10000,0,other_female_householder,no_65_plus,47.0,2
donor_h0000492,08900,1070673,36,1,1,3,0.0,08,,1.0,2,3,0.0,6.0,23200.0,4,4,4,0.0,0.0,,24839.6136,False,Rented,20-49 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,20000_24999,0,nonfamily_not_living_alone,has_65_plus,36.0,1
donor_h0000493,08900,1070673,26,4,1,1,3.0,02,1,8.0,1,1,3.0,1.0,156000.0,2,2,2,1.0,1.0,3,167024.988,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,150000_199999,3,married_couple,no_65_plus,26.0,4
donor_h0000494,08900,1070673,4,2,1,1,2.0,02,1,4.0,1,1,3.0,1.0,100000.0,4,4,4,0.0,0.0,1,107067.3,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,100000_124999,3,married_couple,no_65_plus,4.0,2
donor_h0000495,08900,1070673,13,2,1,1,3.0,02,2,12.0,1,1,2.0,2.0,175000.0,1,1,1,1.0,1.0,1,187367.775,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,150000_199999,2,other_male_householder,no_65_plus,13.0,2
donor_h0000496,08900,1070673,24,2,1,1,4.0,02,1,7.0,1,3,2.0,1.0,112000.0,4,4,4,0.0,0.0,2,119915.376,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,24.0,2
donor_h0000497,08900,1070673,11,2,1,1,3.0,02,1,4.0,2,1,2.0,1.0,78000.0,4,4,4,0.0,0.0,2,83512.494,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,75000_99999,2,married_couple,no_65_plus,11.0,2
donor_h0000498,08900,1070673,10,1,1,3,1.0,02,,4.0,2,3,2.0,4.0,18800.0,4,4,4,0.0,0.0,,20128.6524,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,20000_24999,2,nonfamily_living_alone,has_65_plus,10.0,1
donor_h0000499,08900,1070673,7,2,1,2,3.0,02,,6.0,1,1,3.0,1.0,45000.0,4,4,4,0.0,0.0,2,48180.285,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,2 workers,45000_49999,3,married_couple,has_65_plus,7.0,2
donor_h0000500,08900,1070673,13,2,1,1,3.0,02,1,5.0,2,2,1.0,1.0,58100.0,4,4,4,0.0,0.0,0,62206.1013,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,60000_74999,1,married_couple,has_65_plus,13.0,2
donor_h0000501,08900,1070673,7,4,1,1,3.0,02,1,6.0,1,1,2.0,1.0,122000.0,2,2,2,1.0,1.0,2,130622.106,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,125000_149999,2,married_couple,no_65_plus,7.0,4
donor_h0000502,08900,1070673,13,5,1,1,3.0,02,1,6.0,1,1,3.0,2.0,87800.0,1,4,1,0.0,2.0,3,94005.0894,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,No own children present,Presence of related children under 6 years only,3 or more workers in family,75000_99999,3,other_male_householder,has_65_plus,13.0,5
donor_h0000503,08900,1070673,22,1,1,1,2.0,02,1,5.0,2,1,1.0,4.0,15600.0,4,4,4,0.0,0.0,,16702.4988,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_living_alone,has_65_plus,22.0,1
donor_h0000504,08900,1070673,14,2,1,1,1.0,05,1,2.0,1,3,2.0,1.0,17000.0,4,4,4,0.0,0.0,2,18201.441,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,15000_19999,2,married_couple,no_65_plus,14.0,2
donor_h0000505,08900,1070673,39,2,1,1,2.0,02,1,5.0,2,2,2.0,1.0,59400.0,4,4,4,0.0,0.0,0,63597.9762,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,60000_74999,2,married_couple,has_65_plus,39.0,2
donor_h0000506,08900,1070673,14,1,1,1,1.0,02,1,3.0,2,2,1.0,6.0,25000.0,4,4,4,0.0,0.0,,26766.825,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,25000_29999,1,nonfamily_not_living_alone,no_65_plus,14.0,1
donor_h0000507,08900,1070673,12,2,1,1,4.0,02,1,6.0,2,1,2.0,1.0,61360.0,4,4,4,0.0,0.0,0,65696.49528,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,60000_74999,2,married_couple,has_65_plus,12.0,2
donor_h0000508,08900,1070673,12,1,1,1,3.0,02,1,5.0,2,1,1.0,6.0,16800.0,4,4,4,0.0,0.0,,17987.3064,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0000509,08900,1070673,13,1,1,3,1.0,02,,4.0,2,2,1.0,4.0,34900.0,4,4,4,0.0,0.0,,37366.4877,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,35000_39999,1,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0000510,08900,1070673,6,5,1,1,4.0,02,1,7.0,1,1,1.0,3.0,25500.0,2,2,2,2.0,3.0,2,27302.1615,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,25000_29999,1,other_female_householder,no_65_plus,6.0,5
donor_h0000511,08900,1070673,11,1,1,1,3.0,02,1,5.0,1,1,2.0,6.0,52200.0,4,4,4,0.0,0.0,,55889.1306,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,2,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0000512,08900,1070673,20,2,1,1,4.0,02,2,8.0,1,1,2.0,1.0,143000.0,4,4,4,0.0,0.0,2,153106.239,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,150000_199999,2,married_couple,no_65_plus,20.0,2
donor_h0000513,08900,1070673,11,2,1,1,4.0,02,1,8.0,1,1,1.0,1.0,84800.0,4,4,4,0.0,0.0,2,90793.0704,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,1,married_couple,no_65_plus,11.0,2
donor_h0000514,08900,1070673,13,3,1,1,4.0,02,1,7.0,2,3,1.0,3.0,25000.0,2,2,2,2.0,2.0,0,26766.825,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,25000_29999,1,other_female_householder,no_65_plus,13.0,3
donor_h0000515,08900,1070673,35,1,1,1,1.0,06,1,3.0,1,3,0.0,4.0,9000.0,4,4,4,0.0,0.0,,9636.057,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,lt_10000,0,nonfamily_living_alone,no_65_plus,35.0,1
donor_h0000516,08900,1070673,18,1,1,1,2.0,02,2,5.0,1,3,2.0,6.0,5500.0,4,4,4,0.0,0.0,,5888.7015,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,lt_10000,2,nonfamily_not_living_alone,no_65_plus,18.0,1
donor_h0000517,08900,1070673,15,1,1,3,2.0,02,,5.0,2,2,1.0,6.0,57700.0,4,4,4,0.0,0.0,,61777.8321,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0000518,08900,1070673,5,5,1,1,2.0,02,1,6.0,1,2,3.0,1.0,8500.0,3,3,3,3.0,3.0,2,9100.7205,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,lt_10000,3,married_couple,no_65_plus,5.0,5
donor_h0000519,08900,1070673,36,2,1,3,2.0,09,,4.0,1,3,1.0,7.0,43800.0,4,4,4,0.0,0.0,,46895.4774,False,Rented,50 or more apartments,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,,45000_49999,1,nonfamily_not_living_alone,no_65_plus,36.0,2
donor_h0000520,08900,1070673,15,2,1,1,1.0,05,1,3.0,1,3,1.0,1.0,63300.0,4,4,4,0.0,0.0,2,67773.6009,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,1,married_couple,no_65_plus,15.0,2
donor_h0000521,08900,1070673,15,1,1,3,2.0,09,,4.0,2,2,0.0,6.0,39000.0,4,4,4,0.0,0.0,,41756.247,False,Owned free and clear,50 or more apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,40000_44999,0,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0000522,08900,1070673,13,3,1,1,2.0,01,2,3.0,1,2,2.0,1.0,71700.0,2,2,2,1.0,1.0,2,76767.2541,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,75000_99999,2,married_couple,no_65_plus,13.0,3
donor_h0000523,08900,1070673,11,5,1,1,3.0,02,1,5.0,1,2,3.0,2.0,8000.0,3,3,3,3.0,3.0,1,8565.384,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,lt_10000,3,other_male_householder,no_65_plus,11.0,5
donor_h0000524,08900,1070673,13,2,1,1,3.0,02,1,6.0,1,2,2.0,1.0,68200.0,4,4,4,0.0,0.0,0,73019.8986,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,60000_74999,2,married_couple,has_65_plus,13.0,2
donor_h0000525,08900,1070673,12,2,1,1,3.0,02,1,7.0,1,1,2.0,1.0,135100.0,4,4,4,0.0,0.0,2,144647.9223,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,125000_149999,2,married_couple,no_65_plus,12.0,2
donor_h0000526,08900,1070673,10,1,1,1,2.0,02,2,7.0,2,1,1.0,6.0,92000.0,4,4,4,0.0,0.0,,98501.916,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,,75000_99999,1,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0000527,08900,1070673,9,1,1,1,2.0,04,1,6.0,1,3,2.0,6.0,48000.0,4,4,4,0.0,0.0,,51392.304,False,Rented,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,2,nonfamily_not_living_alone,no_65_plus,9.0,1
donor_h0000528,08900,1070673,21,3,1,1,4.0,02,1,6.0,1,3,2.0,1.0,51000.0,2,2,2,1.0,1.0,2,54604.323,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,50000_59999,2,married_couple,no_65_plus,21.0,3
donor_h0000529,08900,1070673,24,4,1,1,4.0,05,1,5.0,1,3,1.0,3.0,10700.0,2,2,2,3.0,3.0,0,11456.2011,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,10000_14999,1,other_female_householder,no_65_plus,24.0,4
donor_h0000530,08900,1070673,14,2,1,3,2.0,02,,5.0,2,2,2.0,1.0,69400.0,4,4,4,0.0,0.0,0,74304.7062,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,No workers,60000_74999,2,married_couple,has_65_plus,14.0,2
donor_h0000531,08900,1070673,11,5,1,1,3.0,02,1,9.0,1,3,3.0,1.0,81800.0,2,4,2,0.0,2.0,2,87581.0514,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,2 workers,75000_99999,3,married_couple,has_65_plus,11.0,5
donor_h0000532,08900,1070673,12,2,1,1,5.0,02,1,9.0,1,2,3.0,1.0,78000.0,4,4,4,0.0,0.0,0,83512.494,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,75000_99999,3,married_couple,has_65_plus,12.0,2
donor_h0000533,08900,1070673,14,3,1,3,3.0,02,,6.0,1,2,3.0,2.0,80500.0,2,2,2,1.0,1.0,1,86189.1765,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,75000_99999,3,other_male_householder,no_65_plus,14.0,3
donor_h0000534,08900,1070673,7,2,1,1,3.0,02,1,5.0,2,1,2.0,1.0,44300.0,4,4,4,0.0,0.0,0,47430.8139,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,45000_49999,2,married_couple,no_65_plus,7.0,2
donor_h0000535,08900,1070673,17,3,1,1,4.0,02,1,5.0,1,3,2.0,2.0,25000.0,2,2,2,1.0,1.0,1,26766.825,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,25000_29999,2,other_male_householder,has_65_plus,17.0,3
donor_h0000536,08900,1070673,11,2,1,1,1.0,01,1,4.0,2,2,1.0,5.0,32100.0,4,4,4,0.0,0.0,,34368.6033,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,30000_34999,1,nonfamily_living_alone,has_65_plus,11.0,2
donor_h0000537,08900,1070673,18,2,1,1,4.0,02,1,6.0,1,1,3.0,1.0,84000.0,4,4,4,0.0,0.0,2,89936.532,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,3,married_couple,no_65_plus,18.0,2
donor_h0000538,08900,1070673,13,3,1,1,2.0,04,1,4.0,2,3,1.0,2.0,48320.0,4,4,4,0.0,0.0,2,51734.91936,False,Rented,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,50000_59999,1,other_male_householder,no_65_plus,13.0,3
donor_h0000539,08900,1070673,12,1,1,2,1.0,07,,3.0,1,3,1.0,6.0,9200.0,4,4,4,0.0,0.0,,9850.1916,False,Rented,10-19 Apartments,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0000540,08900,1070673,25,2,1,1,3.0,02,2,6.0,1,1,2.0,2.0,19800.0,1,1,1,1.0,1.0,1,21199.3254,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,20000_24999,2,other_male_householder,no_65_plus,25.0,2
donor_h0000541,08900,1070673,7,3,1,1,3.0,02,1,6.0,1,1,2.0,1.0,482110.0,2,2,2,1.0,1.0,1,516182.16003,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,200000_plus,2,married_couple,no_65_plus,7.0,3
donor_h0000542,08900,1070673,22,1,1,1,2.0,02,1,4.0,1,1,1.0,4.0,68000.0,4,4,4,0.0,0.0,,72805.764,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,60000_74999,1,nonfamily_living_alone,no_65_plus,22.0,1
donor_h0000543,08900,1070673,19,2,1,1,3.0,02,1,6.0,1,2,3.0,2.0,14800.0,4,4,4,0.0,0.0,0,15845.9604,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,15000_19999,3,other_male_householder,has_65_plus,19.0,2
donor_h0000544,08900,1070673,12,1,1,1,4.0,02,1,5.0,1,1,3.0,6.0,96000.0,4,4,4,0.0,0.0,,102784.608,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,100000_124999,3,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0000545,08900,1070673,13,2,1,1,2.0,01,1,5.0,1,1,2.0,1.0,54940.0,4,4,4,0.0,0.0,1,58822.77462,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,50000_59999,2,married_couple,no_65_plus,13.0,2
donor_h0000546,08900,1070673,12,4,1,1,4.0,02,1,7.0,2,1,2.0,1.0,45000.0,2,2,2,2.0,2.0,2,48180.285,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,45000_49999,2,married_couple,no_65_plus,12.0,4
donor_h0000547,08900,1070673,4,1,1,3,2.0,02,,4.0,2,3,1.0,4.0,10700.0,4,4,4,0.0,0.0,,11456.2011,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,no_65_plus,4.0,1
donor_h0000548,08900,1070673,12,2,1,1,3.0,02,1,4.0,2,1,2.0,1.0,98900.0,4,4,4,0.0,0.0,0,105889.5597,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,100000_124999,2,married_couple,has_65_plus,12.0,2
donor_h0000549,08900,1070673,6,2,1,1,3.0,02,2,5.0,1,3,2.0,1.0,104500.0,4,4,4,0.0,0.0,2,111885.3285,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,6.0,2
donor_h0000550,08900,1070673,19,2,1,3,0.0,05,,2.0,2,3,1.0,7.0,69500.0,4,4,4,0.0,0.0,,74411.7735,False,Rented,3-4 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,no_65_plus,19.0,2
donor_h0000551,08900,1070673,7,2,1,1,3.0,02,1,7.0,1,1,2.0,1.0,56000.0,4,4,4,0.0,0.0,0,59957.688,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,50000_59999,2,married_couple,no_65_plus,7.0,2
donor_h0000552,08900,1070673,37,1,1,3,3.0,02,,5.0,2,1,1.0,6.0,21800.0,4,4,4,0.0,0.0,,23340.6714,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,20000_24999,1,nonfamily_not_living_alone,has_65_plus,37.0,1
donor_h0000553,08900,1070673,6,5,1,1,4.0,02,1,6.0,2,1,3.0,1.0,156300.0,2,2,2,3.0,3.0,2,167346.1899,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,150000_199999,3,married_couple,no_65_plus,6.0,5
donor_h0000554,08900,1070673,8,3,1,1,3.0,02,1,6.0,1,1,3.0,1.0,62000.0,4,4,4,0.0,0.0,2,66381.726,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,3,married_couple,has_65_plus,8.0,3
donor_h0000555,08900,1070673,12,1,1,1,2.0,05,1,4.0,2,3,1.0,6.0,63300.0,4,4,4,0.0,0.0,,67773.6009,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0000556,08900,1070673,22,2,1,1,3.0,02,1,6.0,1,1,2.0,1.0,93700.0,4,4,4,0.0,0.0,2,100322.0601,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,22.0,2
donor_h0000557,08900,1070673,34,4,1,1,3.0,02,1,5.0,1,1,2.0,1.0,80800.0,2,2,2,1.0,1.0,2,86510.3784,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,75000_99999,2,married_couple,no_65_plus,34.0,4
donor_h0000558,08900,1070673,19,1,1,1,4.0,02,1,6.0,1,2,2.0,4.0,113800.0,4,4,4,0.0,0.0,,121842.5874,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,100000_124999,2,nonfamily_living_alone,has_65_plus,19.0,1
donor_h0000559,08900,1070673,10,5,1,1,4.0,02,1,7.0,1,1,2.0,1.0,94700.0,2,2,2,2.0,2.0,1,101392.7331,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,100000_124999,2,married_couple,has_65_plus,10.0,5
donor_h0000560,08900,1070673,22,4,1,2,3.0,02,,5.0,1,3,2.0,1.0,40000.0,1,1,1,2.0,2.0,0,42826.92,False,Rented,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,No workers,40000_44999,2,married_couple,no_65_plus,22.0,4
